Vocab size: 8,192
Target hardware preset: NVIDIA A100-SXM4-80GB x1
MFU baseline FLOPs: 3.120e+14 (device-name:A100)
Model config: {'sequence_len': 2048, 'vocab_size': 8192, 'n_layer': 7, 'n_head': 4, 'n_kv_head': 4, 'n_embd': 512, 'window_pattern': 'S'}
Parameter counts:
  wte                     : 4,194,304
  value_embeds            : 16,777,216
  lm_head                 : 4,194,304
  transformer_matrices    : 22,020,608
  scalars                 : 14
  total                   : 47,186,446
Estimated FLOPs per token: 1.793096e+08
Scaling AdamW LRs by 1/sqrt(512/768) = 1.224745
Time budget: 300s
Gradient accumulation steps: 1

step 00000 (0.0%) | loss: 9.011397 | lrm: 0.00 | dt: 14658ms | tok/sec: 8,941 | mfu: 0.5% | epoch: 1 | remaining: 300s    
step 00001 (0.0%) | loss: 9.011443 | lrm: 0.00 | dt: 185ms | tok/sec: 708,592 | mfu: 40.7% | epoch: 1 | remaining: 300s    
step 00002 (0.0%) | loss: 9.011493 | lrm: 0.00 | dt: 166ms | tok/sec: 791,922 | mfu: 45.5% | epoch: 1 | remaining: 300s    
step 00003 (0.0%) | loss: 9.011518 | lrm: 0.00 | dt: 160ms | tok/sec: 818,885 | mfu: 47.1% | epoch: 1 | remaining: 300s    
step 00004 (0.0%) | loss: 9.011563 | lrm: 0.00 | dt: 160ms | tok/sec: 817,217 | mfu: 47.0% | epoch: 1 | remaining: 300s    
step 00005 (0.0%) | loss: 9.011536 | lrm: 0.00 | dt: 160ms | tok/sec: 817,947 | mfu: 47.0% | epoch: 1 | remaining: 300s    
step 00006 (0.0%) | loss: 9.011520 | lrm: 0.00 | dt: 160ms | tok/sec: 817,472 | mfu: 47.0% | epoch: 1 | remaining: 300s    
step 00007 (0.0%) | loss: 9.011537 | lrm: 0.00 | dt: 161ms | tok/sec: 815,508 | mfu: 46.9% | epoch: 1 | remaining: 300s    
step 00008 (0.0%) | loss: 9.011534 | lrm: 0.00 | dt: 161ms | tok/sec: 815,091 | mfu: 46.8% | epoch: 1 | remaining: 300s    
step 00009 (0.0%) | loss: 9.011525 | lrm: 0.00 | dt: 160ms | tok/sec: 817,676 | mfu: 47.0% | epoch: 1 | remaining: 300s    
step 00010 (0.0%) | loss: 9.011518 | lrm: 0.00 | dt: 161ms | tok/sec: 813,773 | mfu: 46.8% | epoch: 1 | remaining: 300s    
step 00011 (0.0%) | loss: 9.011519 | lrm: 0.00 | dt: 161ms | tok/sec: 812,763 | mfu: 46.7% | epoch: 1 | remaining: 300s    
step 00012 (0.1%) | loss: 9.011509 | lrm: 0.01 | dt: 161ms | tok/sec: 815,068 | mfu: 46.8% | epoch: 1 | remaining: 300s    
step 00013 (0.1%) | loss: 9.011044 | lrm: 0.02 | dt: 165ms | tok/sec: 795,716 | mfu: 45.7% | epoch: 1 | remaining: 300s    
step 00014 (0.2%) | loss: 9.009720 | lrm: 0.03 | dt: 164ms | tok/sec: 797,530 | mfu: 45.8% | epoch: 1 | remaining: 299s    
step 00015 (0.2%) | loss: 9.007239 | lrm: 0.04 | dt: 164ms | tok/sec: 799,527 | mfu: 45.9% | epoch: 1 | remaining: 299s    
step 00153 (7.9%) | loss: 4.062109 | lrm: 1.00 | dt: 166ms | tok/sec: 790,169 | mfu: 45.4% | epoch: 1 | remaining: 276s    
step 00154 (8.0%) | loss: 4.052736 | lrm: 1.00 | dt: 165ms | tok/sec: 795,222 | mfu: 45.7% | epoch: 1 | remaining: 276s    
step 00155 (8.0%) | loss: 4.045944 | lrm: 1.00 | dt: 165ms | tok/sec: 794,820 | mfu: 45.7% | epoch: 1 | remaining: 276s    
step 00156 (8.1%) | loss: 4.037935 | lrm: 1.00 | dt: 166ms | tok/sec: 790,446 | mfu: 45.4% | epoch: 1 | remaining: 276s    
step 00157 (8.1%) | loss: 4.035391 | lrm: 1.00 | dt: 166ms | tok/sec: 788,346 | mfu: 45.3% | epoch: 1 | remaining: 275s    
step 00158 (8.2%) | loss: 4.028272 | lrm: 1.00 | dt: 166ms | tok/sec: 789,319 | mfu: 45.4% | epoch: 1 | remaining: 275s    
step 00159 (8.3%) | loss: 4.021785 | lrm: 1.00 | dt: 165ms | tok/sec: 795,553 | mfu: 45.7% | epoch: 1 | remaining: 275s    
step 00160 (8.3%) | loss: 4.007991 | lrm: 1.00 | dt: 165ms | tok/sec: 795,191 | mfu: 45.7% | epoch: 1 | remaining: 275s    
step 00161 (8.4%) | loss: 3.995643 | lrm: 1.00 | dt: 165ms | tok/sec: 792,973 | mfu: 45.6% | epoch: 1 | remaining: 275s    
step 00162 (8.4%) | loss: 3.981136 | lrm: 1.00 | dt: 166ms | tok/sec: 789,266 | mfu: 45.4% | epoch: 1 | remaining: 275s    
step 00163 (8.5%) | loss: 3.973752 | lrm: 1.00 | dt: 166ms | tok/sec: 788,147 | mfu: 45.3% | epoch: 1 | remaining: 274s    
step 00164 (8.5%) | loss: 3.961773 | lrm: 1.00 | dt: 166ms | tok/sec: 788,299 | mfu: 45.3% | epoch: 1 | remaining: 274s    
step 00165 (8.6%) | loss: 3.949378 | lrm: 1.00 | dt: 165ms | tok/sec: 795,513 | mfu: 45.7% | epoch: 1 | remaining: 274s    
step 00166 (8.6%) | loss: 3.940294 | lrm: 1.00 | dt: 165ms | tok/sec: 793,506 | mfu: 45.6% | epoch: 1 | remaining: 274s    
step 00167 (8.7%) | loss: 3.934442 | lrm: 1.00 | dt: 166ms | tok/sec: 789,210 | mfu: 45.4% | epoch: 1 | remaining: 274s    
step 00168 (8.8%) | loss: 3.934517 | lrm: 1.00 | dt: 166ms | tok/sec: 790,327 | mfu: 45.4% | epoch: 1 | remaining: 274s    
step 00169 (8.8%) | loss: 3.922676 | lrm: 1.00 | dt: 174ms | tok/sec: 755,422 | mfu: 43.4% | epoch: 1 | remaining: 273s    
step 00170 (8.9%) | loss: 3.915408 | lrm: 1.00 | dt: 165ms | tok/sec: 795,418 | mfu: 45.7% | epoch: 1 | remaining: 273s    
step 00171 (8.9%) | loss: 3.911482 | lrm: 1.00 | dt: 167ms | tok/sec: 785,932 | mfu: 45.2% | epoch: 1 | remaining: 273s    
step 00172 (9.0%) | loss: 3.901897 | lrm: 1.00 | dt: 191ms | tok/sec: 686,892 | mfu: 39.5% | epoch: 1 | remaining: 273s    
step 00173 (9.0%) | loss: 3.897920 | lrm: 1.00 | dt: 163ms | tok/sec: 802,051 | mfu: 46.1% | epoch: 1 | remaining: 273s    
step 00174 (9.1%) | loss: 3.886893 | lrm: 1.00 | dt: 166ms | tok/sec: 789,911 | mfu: 45.4% | epoch: 1 | remaining: 273s    
step 00175 (9.1%) | loss: 3.885011 | lrm: 1.00 | dt: 167ms | tok/sec: 786,151 | mfu: 45.2% | epoch: 1 | remaining: 272s    
step 00176 (9.2%) | loss: 3.882306 | lrm: 1.00 | dt: 166ms | tok/sec: 787,236 | mfu: 45.2% | epoch: 1 | remaining: 272s    
step 00177 (9.3%) | loss: 3.864225 | lrm: 1.00 | dt: 165ms | tok/sec: 793,063 | mfu: 45.6% | epoch: 1 | remaining: 272s    
step 00178 (9.3%) | loss: 3.862663 | lrm: 1.00 | dt: 165ms | tok/sec: 792,247 | mfu: 45.5% | epoch: 1 | remaining: 272s    
step 00179 (9.4%) | loss: 3.856221 | lrm: 1.00 | dt: 184ms | tok/sec: 713,286 | mfu: 41.0% | epoch: 1 | remaining: 272s    
step 00180 (9.4%) | loss: 3.848965 | lrm: 1.00 | dt: 165ms | tok/sec: 795,060 | mfu: 45.7% | epoch: 1 | remaining: 272s    
step 00181 (9.5%) | loss: 3.844330 | lrm: 1.00 | dt: 167ms | tok/sec: 785,862 | mfu: 45.2% | epoch: 1 | remaining: 271s    
step 00182 (9.5%) | loss: 3.837023 | lrm: 1.00 | dt: 166ms | tok/sec: 789,695 | mfu: 45.4% | epoch: 1 | remaining: 271s    
step 00183 (9.6%) | loss: 3.838655 | lrm: 1.00 | dt: 165ms | tok/sec: 793,544 | mfu: 45.6% | epoch: 1 | remaining: 271s    
step 00184 (9.7%) | loss: 3.828708 | lrm: 1.00 | dt: 166ms | tok/sec: 790,708 | mfu: 45.4% | epoch: 1 | remaining: 271s    
step 00185 (9.7%) | loss: 3.820671 | lrm: 1.00 | dt: 166ms | tok/sec: 789,445 | mfu: 45.4% | epoch: 1 | remaining: 271s    
step 00186 (9.8%) | loss: 3.819483 | lrm: 1.00 | dt: 166ms | tok/sec: 790,019 | mfu: 45.4% | epoch: 1 | remaining: 271s    
step 00187 (9.8%) | loss: 3.813307 | lrm: 1.00 | dt: 166ms | tok/sec: 787,423 | mfu: 45.3% | epoch: 1 | remaining: 270s    
step 00188 (9.9%) | loss: 3.801955 | lrm: 1.00 | dt: 166ms | tok/sec: 790,014 | mfu: 45.4% | epoch: 1 | remaining: 270s    
step 00189 (9.9%) | loss: 3.798110 | lrm: 1.00 | dt: 165ms | tok/sec: 792,335 | mfu: 45.5% | epoch: 1 | remaining: 270s    
step 00190 (10.0%) | loss: 3.782706 | lrm: 1.00 | dt: 166ms | tok/sec: 787,965 | mfu: 45.3% | epoch: 1 | remaining: 270s    
step 00191 (10.0%) | loss: 3.769344 | lrm: 1.00 | dt: 166ms | tok/sec: 787,550 | mfu: 45.3% | epoch: 1 | remaining: 270s    
step 00192 (10.1%) | loss: 3.765320 | lrm: 1.00 | dt: 165ms | tok/sec: 792,024 | mfu: 45.5% | epoch: 1 | remaining: 270s    
step 00193 (10.1%) | loss: 3.756828 | lrm: 1.00 | dt: 166ms | tok/sec: 787,837 | mfu: 45.3% | epoch: 1 | remaining: 269s    
step 00194 (10.2%) | loss: 3.755616 | lrm: 1.00 | dt: 165ms | tok/sec: 792,965 | mfu: 45.6% | epoch: 1 | remaining: 269s    
step 00195 (10.3%) | loss: 3.759356 | lrm: 1.00 | dt: 166ms | tok/sec: 791,020 | mfu: 45.5% | epoch: 1 | remaining: 269s    
step 00196 (10.3%) | loss: 3.760663 | lrm: 1.00 | dt: 167ms | tok/sec: 786,902 | mfu: 45.2% | epoch: 1 | remaining: 269s    
step 00197 (10.4%) | loss: 3.756698 | lrm: 1.00 | dt: 166ms | tok/sec: 787,268 | mfu: 45.2% | epoch: 1 | remaining: 269s    
step 00198 (10.4%) | loss: 3.756390 | lrm: 1.00 | dt: 166ms | tok/sec: 791,097 | mfu: 45.5% | epoch: 1 | remaining: 269s    
step 00199 (10.5%) | loss: 3.746920 | lrm: 0.99 | dt: 166ms | tok/sec: 791,831 | mfu: 45.5% | epoch: 1 | remaining: 268s    
step 00200 (10.5%) | loss: 3.740465 | lrm: 0.99 | dt: 167ms | tok/sec: 785,707 | mfu: 45.2% | epoch: 1 | remaining: 268s    
step 00201 (10.6%) | loss: 3.737466 | lrm: 0.99 | dt: 166ms | tok/sec: 788,083 | mfu: 45.3% | epoch: 1 | remaining: 268s    
step 00202 (10.6%) | loss: 3.729328 | lrm: 0.99 | dt: 167ms | tok/sec: 786,977 | mfu: 45.2% | epoch: 1 | remaining: 268s    
step 00203 (10.7%) | loss: 3.727636 | lrm: 0.99 | dt: 165ms | tok/sec: 793,378 | mfu: 45.6% | epoch: 1 | remaining: 268s    
step 00204 (10.8%) | loss: 3.720309 | lrm: 0.99 | dt: 166ms | tok/sec: 789,163 | mfu: 45.4% | epoch: 1 | remaining: 268s    
step 00205 (10.8%) | loss: 3.718370 | lrm: 0.99 | dt: 168ms | tok/sec: 782,352 | mfu: 45.0% | epoch: 1 | remaining: 267s    
step 00206 (10.9%) | loss: 3.715342 | lrm: 0.99 | dt: 173ms | tok/sec: 759,263 | mfu: 43.6% | epoch: 1 | remaining: 267s    
step 00207 (10.9%) | loss: 3.715136 | lrm: 0.99 | dt: 166ms | tok/sec: 790,546 | mfu: 45.4% | epoch: 1 | remaining: 267s    
step 00208 (11.0%) | loss: 3.711495 | lrm: 0.99 | dt: 166ms | tok/sec: 790,634 | mfu: 45.4% | epoch: 1 | remaining: 267s    
step 00209 (11.0%) | loss: 3.705016 | lrm: 0.99 | dt: 166ms | tok/sec: 787,234 | mfu: 45.2% | epoch: 1 | remaining: 267s    
step 00210 (11.1%) | loss: 3.696855 | lrm: 0.99 | dt: 166ms | tok/sec: 789,666 | mfu: 45.4% | epoch: 1 | remaining: 267s    
step 00211 (11.1%) | loss: 3.696403 | lrm: 0.99 | dt: 166ms | tok/sec: 790,639 | mfu: 45.4% | epoch: 1 | remaining: 266s    
step 00212 (11.2%) | loss: 3.692660 | lrm: 0.99 | dt: 166ms | tok/sec: 791,821 | mfu: 45.5% | epoch: 1 | remaining: 266s    
step 00213 (11.3%) | loss: 3.690430 | lrm: 0.99 | dt: 166ms | tok/sec: 789,448 | mfu: 45.4% | epoch: 1 | remaining: 266s    
step 00214 (11.3%) | loss: 3.689356 | lrm: 0.99 | dt: 167ms | tok/sec: 785,401 | mfu: 45.1% | epoch: 1 | remaining: 266s    
step 00215 (11.4%) | loss: 3.687758 | lrm: 0.99 | dt: 167ms | tok/sec: 786,843 | mfu: 45.2% | epoch: 1 | remaining: 266s    
step 00216 (11.4%) | loss: 3.684450 | lrm: 0.98 | dt: 166ms | tok/sec: 791,960 | mfu: 45.5% | epoch: 1 | remaining: 266s    
step 00217 (11.5%) | loss: 3.686962 | lrm: 0.98 | dt: 166ms | tok/sec: 791,427 | mfu: 45.5% | epoch: 1 | remaining: 265s    
step 00218 (11.5%) | loss: 3.683031 | lrm: 0.98 | dt: 166ms | tok/sec: 787,630 | mfu: 45.3% | epoch: 1 | remaining: 265s    
step 00219 (11.6%) | loss: 3.685243 | lrm: 0.98 | dt: 167ms | tok/sec: 785,653 | mfu: 45.2% | epoch: 1 | remaining: 265s    
step 00220 (11.6%) | loss: 3.686574 | lrm: 0.98 | dt: 166ms | tok/sec: 788,817 | mfu: 45.3% | epoch: 1 | remaining: 265s    
step 00221 (11.7%) | loss: 3.684377 | lrm: 0.98 | dt: 166ms | tok/sec: 790,710 | mfu: 45.4% | epoch: 1 | remaining: 265s    
step 00222 (11.8%) | loss: 3.683515 | lrm: 0.98 | dt: 166ms | tok/sec: 791,956 | mfu: 45.5% | epoch: 1 | remaining: 265s    
step 00223 (11.8%) | loss: 3.676669 | lrm: 0.98 | dt: 166ms | tok/sec: 789,755 | mfu: 45.4% | epoch: 1 | remaining: 264s    
step 00224 (11.9%) | loss: 3.675648 | lrm: 0.98 | dt: 167ms | tok/sec: 783,509 | mfu: 45.0% | epoch: 1 | remaining: 264s    
step 00225 (11.9%) | loss: 3.664636 | lrm: 0.98 | dt: 166ms | tok/sec: 789,848 | mfu: 45.4% | epoch: 1 | remaining: 264s    
step 00226 (12.0%) | loss: 3.668079 | lrm: 0.98 | dt: 166ms | tok/sec: 790,173 | mfu: 45.4% | epoch: 1 | remaining: 264s    
step 00227 (12.0%) | loss: 3.669327 | lrm: 0.98 | dt: 166ms | tok/sec: 789,041 | mfu: 45.3% | epoch: 1 | remaining: 264s    
step 00228 (12.1%) | loss: 3.663657 | lrm: 0.98 | dt: 166ms | tok/sec: 791,308 | mfu: 45.5% | epoch: 1 | remaining: 264s    
step 00229 (12.1%) | loss: 3.661542 | lrm: 0.98 | dt: 167ms | tok/sec: 782,939 | mfu: 45.0% | epoch: 1 | remaining: 263s    
step 00230 (12.2%) | loss: 3.659185 | lrm: 0.98 | dt: 167ms | tok/sec: 786,059 | mfu: 45.2% | epoch: 1 | remaining: 263s    
step 00231 (12.3%) | loss: 3.656230 | lrm: 0.98 | dt: 166ms | tok/sec: 788,894 | mfu: 45.3% | epoch: 1 | remaining: 263s    
step 00232 (12.3%) | loss: 3.652836 | lrm: 0.98 | dt: 166ms | tok/sec: 790,618 | mfu: 45.4% | epoch: 1 | remaining: 263s    
step 00233 (12.4%) | loss: 3.646188 | lrm: 0.98 | dt: 167ms | tok/sec: 786,852 | mfu: 45.2% | epoch: 1 | remaining: 263s    
step 00234 (12.4%) | loss: 3.641520 | lrm: 0.97 | dt: 166ms | tok/sec: 788,900 | mfu: 45.3% | epoch: 1 | remaining: 263s    
step 00235 (12.5%) | loss: 3.636216 | lrm: 0.97 | dt: 167ms | tok/sec: 787,193 | mfu: 45.2% | epoch: 1 | remaining: 262s    
step 00236 (12.5%) | loss: 3.634998 | lrm: 0.97 | dt: 166ms | tok/sec: 791,447 | mfu: 45.5% | epoch: 1 | remaining: 262s    
step 00237 (12.6%) | loss: 3.634192 | lrm: 0.97 | dt: 166ms | tok/sec: 789,289 | mfu: 45.4% | epoch: 1 | remaining: 262s    
step 00238 (12.6%) | loss: 3.635857 | lrm: 0.97 | dt: 166ms | tok/sec: 788,520 | mfu: 45.3% | epoch: 1 | remaining: 262s    
step 00239 (12.7%) | loss: 3.635685 | lrm: 0.97 | dt: 167ms | tok/sec: 785,341 | mfu: 45.1% | epoch: 1 | remaining: 262s    
step 00240 (12.8%) | loss: 3.629484 | lrm: 0.97 | dt: 166ms | tok/sec: 791,427 | mfu: 45.5% | epoch: 1 | remaining: 262s    
step 00241 (12.8%) | loss: 3.625949 | lrm: 0.97 | dt: 165ms | tok/sec: 792,118 | mfu: 45.5% | epoch: 1 | remaining: 261s    
step 00242 (12.9%) | loss: 3.624054 | lrm: 0.97 | dt: 166ms | tok/sec: 789,322 | mfu: 45.4% | epoch: 1 | remaining: 261s    
step 00243 (12.9%) | loss: 3.622481 | lrm: 0.97 | dt: 166ms | tok/sec: 787,713 | mfu: 45.3% | epoch: 1 | remaining: 261s    
step 00244 (13.0%) | loss: 3.617019 | lrm: 0.97 | dt: 166ms | tok/sec: 789,675 | mfu: 45.4% | epoch: 1 | remaining: 261s    
step 00245 (13.0%) | loss: 3.616716 | lrm: 0.97 | dt: 167ms | tok/sec: 784,106 | mfu: 45.1% | epoch: 1 | remaining: 261s    
step 00246 (13.1%) | loss: 3.615219 | lrm: 0.97 | dt: 166ms | tok/sec: 790,765 | mfu: 45.4% | epoch: 1 | remaining: 261s    
step 00247 (13.1%) | loss: 3.606581 | lrm: 0.97 | dt: 176ms | tok/sec: 744,755 | mfu: 42.8% | epoch: 1 | remaining: 260s    
step 00248 (13.2%) | loss: 3.608266 | lrm: 0.97 | dt: 165ms | tok/sec: 792,801 | mfu: 45.6% | epoch: 1 | remaining: 260s    
step 00249 (13.3%) | loss: 3.609712 | lrm: 0.97 | dt: 166ms | tok/sec: 787,805 | mfu: 45.3% | epoch: 1 | remaining: 260s    
step 00250 (13.3%) | loss: 3.606609 | lrm: 0.97 | dt: 166ms | tok/sec: 789,276 | mfu: 45.4% | epoch: 1 | remaining: 260s    
step 00251 (13.4%) | loss: 3.609282 | lrm: 0.96 | dt: 167ms | tok/sec: 786,491 | mfu: 45.2% | epoch: 1 | remaining: 260s    
step 00252 (13.4%) | loss: 3.602154 | lrm: 0.96 | dt: 166ms | tok/sec: 788,404 | mfu: 45.3% | epoch: 1 | remaining: 260s    
step 00253 (13.5%) | loss: 3.601533 | lrm: 0.96 | dt: 165ms | tok/sec: 793,232 | mfu: 45.6% | epoch: 1 | remaining: 259s    
step 00254 (13.5%) | loss: 3.597332 | lrm: 0.96 | dt: 167ms | tok/sec: 784,362 | mfu: 45.1% | epoch: 1 | remaining: 259s    
step 00255 (13.6%) | loss: 3.600779 | lrm: 0.96 | dt: 167ms | tok/sec: 783,586 | mfu: 45.0% | epoch: 1 | remaining: 259s    
step 00256 (13.6%) | loss: 3.595817 | lrm: 0.96 | dt: 175ms | tok/sec: 747,044 | mfu: 42.9% | epoch: 1 | remaining: 259s    
step 00257 (13.7%) | loss: 3.587312 | lrm: 0.96 | dt: 166ms | tok/sec: 791,363 | mfu: 45.5% | epoch: 1 | remaining: 259s    
step 00258 (13.8%) | loss: 3.578720 | lrm: 0.96 | dt: 167ms | tok/sec: 786,914 | mfu: 45.2% | epoch: 1 | remaining: 259s    
step 00259 (13.8%) | loss: 3.584695 | lrm: 0.96 | dt: 166ms | tok/sec: 788,120 | mfu: 45.3% | epoch: 1 | remaining: 258s    
step 00260 (13.9%) | loss: 3.583654 | lrm: 0.96 | dt: 166ms | tok/sec: 790,459 | mfu: 45.4% | epoch: 1 | remaining: 258s    
step 00261 (13.9%) | loss: 3.579365 | lrm: 0.96 | dt: 166ms | tok/sec: 787,843 | mfu: 45.3% | epoch: 1 | remaining: 258s    
step 00262 (14.0%) | loss: 3.576020 | lrm: 0.96 | dt: 167ms | tok/sec: 784,916 | mfu: 45.1% | epoch: 1 | remaining: 258s    
step 00263 (14.0%) | loss: 3.565967 | lrm: 0.96 | dt: 167ms | tok/sec: 787,129 | mfu: 45.2% | epoch: 1 | remaining: 258s    
step 00264 (14.1%) | loss: 3.565803 | lrm: 0.96 | dt: 166ms | tok/sec: 790,646 | mfu: 45.4% | epoch: 1 | remaining: 258s    
step 00265 (14.1%) | loss: 3.567505 | lrm: 0.96 | dt: 166ms | tok/sec: 788,009 | mfu: 45.3% | epoch: 1 | remaining: 257s    
step 00266 (14.2%) | loss: 3.572678 | lrm: 0.96 | dt: 167ms | tok/sec: 785,166 | mfu: 45.1% | epoch: 1 | remaining: 257s    
step 00267 (14.3%) | loss: 3.566848 | lrm: 0.96 | dt: 166ms | tok/sec: 787,333 | mfu: 45.2% | epoch: 1 | remaining: 257s    
step 00268 (14.3%) | loss: 3.573076 | lrm: 0.95 | dt: 165ms | tok/sec: 793,580 | mfu: 45.6% | epoch: 1 | remaining: 257s    
step 00269 (14.4%) | loss: 3.570242 | lrm: 0.95 | dt: 166ms | tok/sec: 790,090 | mfu: 45.4% | epoch: 1 | remaining: 257s    
step 00270 (14.4%) | loss: 3.567733 | lrm: 0.95 | dt: 166ms | tok/sec: 787,693 | mfu: 45.3% | epoch: 1 | remaining: 257s    
step 00271 (14.5%) | loss: 3.568777 | lrm: 0.95 | dt: 167ms | tok/sec: 784,848 | mfu: 45.1% | epoch: 1 | remaining: 256s    
step 00272 (14.5%) | loss: 3.565621 | lrm: 0.95 | dt: 166ms | tok/sec: 791,487 | mfu: 45.5% | epoch: 1 | remaining: 256s    
step 00273 (14.6%) | loss: 3.566934 | lrm: 0.95 | dt: 165ms | tok/sec: 792,424 | mfu: 45.5% | epoch: 1 | remaining: 256s    
step 00274 (14.6%) | loss: 3.567890 | lrm: 0.95 | dt: 166ms | tok/sec: 789,748 | mfu: 45.4% | epoch: 1 | remaining: 256s    
step 00275 (14.7%) | loss: 3.565389 | lrm: 0.95 | dt: 171ms | tok/sec: 765,277 | mfu: 44.0% | epoch: 1 | remaining: 256s    
step 00276 (14.8%) | loss: 3.565374 | lrm: 0.95 | dt: 165ms | tok/sec: 792,828 | mfu: 45.6% | epoch: 1 | remaining: 256s    
step 00277 (14.8%) | loss: 3.563421 | lrm: 0.95 | dt: 166ms | tok/sec: 791,333 | mfu: 45.5% | epoch: 1 | remaining: 255s    
step 00278 (14.9%) | loss: 3.559767 | lrm: 0.95 | dt: 167ms | tok/sec: 785,868 | mfu: 45.2% | epoch: 1 | remaining: 255s    
step 00279 (14.9%) | loss: 3.564751 | lrm: 0.95 | dt: 167ms | tok/sec: 785,251 | mfu: 45.1% | epoch: 1 | remaining: 255s    
step 00280 (15.0%) | loss: 3.561333 | lrm: 0.95 | dt: 166ms | tok/sec: 789,781 | mfu: 45.4% | epoch: 1 | remaining: 255s    
step 00281 (15.0%) | loss: 3.556030 | lrm: 0.95 | dt: 165ms | tok/sec: 793,782 | mfu: 45.6% | epoch: 1 | remaining: 255s    
step 00282 (15.1%) | loss: 3.552883 | lrm: 0.95 | dt: 167ms | tok/sec: 785,016 | mfu: 45.1% | epoch: 1 | remaining: 255s    
step 00283 (15.1%) | loss: 3.550120 | lrm: 0.95 | dt: 167ms | tok/sec: 783,517 | mfu: 45.0% | epoch: 1 | remaining: 254s    
step 00284 (15.2%) | loss: 3.541663 | lrm: 0.95 | dt: 190ms | tok/sec: 691,285 | mfu: 39.7% | epoch: 1 | remaining: 254s    
step 00285 (15.3%) | loss: 3.541944 | lrm: 0.94 | dt: 164ms | tok/sec: 797,086 | mfu: 45.8% | epoch: 1 | remaining: 254s    
step 00286 (15.3%) | loss: 3.552573 | lrm: 0.94 | dt: 167ms | tok/sec: 785,243 | mfu: 45.1% | epoch: 1 | remaining: 254s    
step 00287 (15.4%) | loss: 3.548658 | lrm: 0.94 | dt: 167ms | tok/sec: 782,852 | mfu: 45.0% | epoch: 1 | remaining: 254s    
step 00288 (15.4%) | loss: 3.534278 | lrm: 0.94 | dt: 166ms | tok/sec: 791,125 | mfu: 45.5% | epoch: 1 | remaining: 254s    
step 00289 (15.5%) | loss: 3.530153 | lrm: 0.94 | dt: 166ms | tok/sec: 791,091 | mfu: 45.5% | epoch: 1 | remaining: 253s    
step 00290 (15.5%) | loss: 3.526116 | lrm: 0.94 | dt: 166ms | tok/sec: 788,119 | mfu: 45.3% | epoch: 1 | remaining: 253s    
step 00291 (15.6%) | loss: 3.525427 | lrm: 0.94 | dt: 167ms | tok/sec: 785,436 | mfu: 45.1% | epoch: 1 | remaining: 253s    
step 00292 (15.7%) | loss: 3.530830 | lrm: 0.94 | dt: 167ms | tok/sec: 785,694 | mfu: 45.2% | epoch: 1 | remaining: 253s    
step 00293 (15.7%) | loss: 3.533767 | lrm: 0.94 | dt: 165ms | tok/sec: 793,000 | mfu: 45.6% | epoch: 1 | remaining: 253s    
step 00294 (15.8%) | loss: 3.523074 | lrm: 0.94 | dt: 167ms | tok/sec: 786,442 | mfu: 45.2% | epoch: 1 | remaining: 253s    
step 00295 (15.8%) | loss: 3.519881 | lrm: 0.94 | dt: 167ms | tok/sec: 785,005 | mfu: 45.1% | epoch: 1 | remaining: 252s    
step 00296 (15.9%) | loss: 3.520806 | lrm: 0.94 | dt: 167ms | tok/sec: 787,036 | mfu: 45.2% | epoch: 1 | remaining: 252s    
step 00297 (15.9%) | loss: 3.522595 | lrm: 0.94 | dt: 166ms | tok/sec: 790,736 | mfu: 45.4% | epoch: 1 | remaining: 252s    
step 00298 (16.0%) | loss: 3.516710 | lrm: 0.94 | dt: 167ms | tok/sec: 787,116 | mfu: 45.2% | epoch: 1 | remaining: 252s    
step 00299 (16.0%) | loss: 3.514684 | lrm: 0.94 | dt: 167ms | tok/sec: 783,738 | mfu: 45.0% | epoch: 1 | remaining: 252s    
step 00300 (16.1%) | loss: 3.512385 | lrm: 0.94 | dt: 166ms | tok/sec: 789,664 | mfu: 45.4% | epoch: 1 | remaining: 252s    
step 00301 (16.2%) | loss: 3.512795 | lrm: 0.94 | dt: 166ms | tok/sec: 790,025 | mfu: 45.4% | epoch: 1 | remaining: 251s    
step 00302 (16.2%) | loss: 3.514944 | lrm: 0.93 | dt: 166ms | tok/sec: 790,366 | mfu: 45.4% | epoch: 1 | remaining: 251s    
step 00303 (16.3%) | loss: 3.514454 | lrm: 0.93 | dt: 167ms | tok/sec: 787,067 | mfu: 45.2% | epoch: 1 | remaining: 251s    
step 00304 (16.3%) | loss: 3.515531 | lrm: 0.93 | dt: 195ms | tok/sec: 670,811 | mfu: 38.6% | epoch: 1 | remaining: 251s    
step 00305 (16.4%) | loss: 3.510541 | lrm: 0.93 | dt: 167ms | tok/sec: 782,913 | mfu: 45.0% | epoch: 1 | remaining: 251s    
step 00306 (16.4%) | loss: 3.513343 | lrm: 0.93 | dt: 170ms | tok/sec: 770,085 | mfu: 44.3% | epoch: 1 | remaining: 251s    
step 00307 (16.5%) | loss: 3.511028 | lrm: 0.93 | dt: 166ms | tok/sec: 791,571 | mfu: 45.5% | epoch: 1 | remaining: 250s    
step 00308 (16.5%) | loss: 3.509208 | lrm: 0.93 | dt: 166ms | tok/sec: 789,312 | mfu: 45.4% | epoch: 1 | remaining: 250s    
step 00309 (16.6%) | loss: 3.514594 | lrm: 0.93 | dt: 167ms | tok/sec: 787,175 | mfu: 45.2% | epoch: 1 | remaining: 250s    
